,src,rel,tgt,time,text
130,India,Criticize or denounce,Jawaharlal Nehru,2015-12-28,"NEW DELHI,NATIONAL An unexpected criticism of former Prime Minister Jawaharlal Nehru in a Congress mouthpiece in Mumbai evoked a mixed response across the political spectrum, including in Jammu and Kashmir, on Monday."
131,India,Criticize or denounce,Other Authorities / Officials (India),2015-12-28,"New Delhi, Dec. 29 -- A Delhi court criticised the Tihar authorities after an undertrial prisoner alleged that he was not receiving his meals in jail, saying it violated his human rights."
132,Nitish Kumar,Make an appeal or request,India,2015-12-28,"PATNA: Bihar chief minister Nitish Kumar has asked the state disaster management to set up a super emergency operation centre to tackle disasters due to floods, earthquakes and cyclones."
133,Tamil (India),Make an appeal or request,India,2015-12-28,"PUDUKOTTAI,TAMIL NADU The Tamil Nadu Nutritious Meal Employees Association has urged the state government to regularise the services of nutritious meal employees and sanction a time scale of pay for them."
134,India,"Return, release person(s)",Court Judge (India),2015-12-28,"This led a sessions court in Valsad to release another judge, A D Acharya, on default bail."
135,India,Impose restrictions on political freedoms,Citizen (India),2015-12-28,"Mumbai: Notwithstanding Congress and NCP's demand, no proposal has been sent to the Centre to ban Sanatan Sanstha that is under the scanner for its alleged role in the murder of leading social workers Narendra Dabholkar, Govind Pansare and Karnataka litterateur M M Kalburgi."
136,Police (India),Accuse,India,2015-12-28,"Lucknow, Dec. 29 -- Suspended IPS officer Amitabh Thakur on Monday accused the state government of not informing the Centre about the inquiry initiated against him."
137,Pervez Musharraf,Make a visit,India,2015-12-28,Even the former prime minister A.B. Vajpayee made efforts to improve relations with the neighbour including launching the Lahore bus service and then former Pakistan president Pervez Musharraf's visit to Agra.
138,Narendra Modi,Make a visit,India,2015-12-28,"'Modi will unveil a new hospital of Avadhoota Datta Peeam of Ganapati Sacchidananda Swamiji on arriving at Mysuru on January 2,' the statement said."
139,Pranab Mukherjee,Make a visit,India,2015-12-28,"He was to participate in the 'purnahuti' at Telangana Chief Minister's 'Ayutha Chandi Yagam' Erravalli (Medak): Minutes before President Pranab Mukherjee was to land at the helipad here to participate in the 'Ayutha Chandi Yagam' of Chief Minister K. Chandrasekhar Rao, a fire broke out at the main pandal where rituals were being performed, forcing him to fly back to Hyderabad without landing."
140,Indigenous People (Kazakhstan),Make a visit,India,2015-12-28,Both the passengers are Kazakh nationals and were travelling from Almaty in Kazakhstan to Delhi in Air Astana flights.
141,Association of American Publishers,Make a visit,India,2015-12-28,"According to his wife, Ishwar had left for a party meeting at Nangloi with his associates on Sunday night."
142,Nitish Kumar,Make a visit,India,2015-12-28,"PATNA, Dec. 29 -- Chief minister Nitish Kumar instructed police forces to go for the jugular of the criminal gangs in Bihar and 'uproot them' whatever be the cost at a law and order review meeting with the top police and administrative brass, convened in the wake of murders of two engineers in Darbhanga, last Saturday."
143,Amit Kumar,Make a visit,India,2015-12-28,"Amit, along with his friend, had on Sunday evening gone to the outskirts of their native Siyatheri village to pluck wild berries when they were surrounded by a pack of dogs."
144,Narendra Modi,Make a visit,India,2015-12-28,"After attending the Science Congress in the University of Mysore campus, Modi will go to Nittur in Tumakuru district, 70 km from here, to lay foundation stone for a new helicopter manufacturing plant of the state-run Hindustan Aeronautics Ltd (HAL)."
145,India,Appeal to yield,Iranian Oil Company,2015-12-28,"The Indians have asked National Iranian Oil Company to concede development of Iran's Farzad B gas field to them in the post-sanctions era, she said."
146,India,Host a visit,Pranab Mukherjee,2015-12-28,"He was to participate in the 'purnahuti' at Telangana Chief Minister's 'Ayutha Chandi Yagam' Erravalli (Medak): Minutes before President Pranab Mukherjee was to land at the helipad here to participate in the 'Ayutha Chandi Yagam' of Chief Minister K. Chandrasekhar Rao, a fire broke out at the main pandal where rituals were being performed, forcing him to fly back to Hyderabad without landing."
147,India,Host a visit,Narendra Modi,2015-12-28,"'Modi will unveil a new hospital of Avadhoota Datta Peeam of Ganapati Sacchidananda Swamiji on arriving at Mysuru on January 2,' the statement said."
148,India,Host a visit,Pervez Musharraf,2015-12-28,Even the former prime minister A.B. Vajpayee made efforts to improve relations with the neighbour including launching the Lahore bus service and then former Pakistan president Pervez Musharraf's visit to Agra.
149,India,Host a visit,Association of American Publishers,2015-12-28,"According to his wife, Ishwar had left for a party meeting at Nangloi with his associates on Sunday night."
150,India,Host a visit,Indigenous People (Kazakhstan),2015-12-28,Both the passengers are Kazakh nationals and were travelling from Almaty in Kazakhstan to Delhi in Air Astana flights.
151,India,Host a visit,Nitish Kumar,2015-12-28,"PATNA, Dec. 29 -- Chief minister Nitish Kumar instructed police forces to go for the jugular of the criminal gangs in Bihar and 'uproot them' whatever be the cost at a law and order review meeting with the top police and administrative brass, convened in the wake of murders of two engineers in Darbhanga, last Saturday."
152,India,Host a visit,Narendra Modi,2015-12-28,"After attending the Science Congress in the University of Mysore campus, Modi will go to Nittur in Tumakuru district, 70 km from here, to lay foundation stone for a new helicopter manufacturing plant of the state-run Hindustan Aeronautics Ltd (HAL)."
153,India,Host a visit,Amit Kumar,2015-12-28,"Amit, along with his friend, had on Sunday evening gone to the outskirts of their native Siyatheri village to pluck wild berries when they were surrounded by a pack of dogs."
154,Bharatiya Janata,Demonstrate or rally,India,2015-12-28,"New Delhi, Dec. 29 -- Scores of BJP workers on Monday protested outside Delhi chief minister Arvind Kejriwal's residence in Civil Lines, demanding his and transport minister Gopal Rai's resignation over the alleged auto-rickshaw permit scam."
155,Head of Government (India),Demand,India,2015-12-28,"At a press conference here on Monday, Mr. Shivaji said that the government should come out with details such as the number of complaints received, number of criminal cases booked, and the accused identified, etc."
156,Narendra Modi,Express intent to meet or negotiate,India,2015-12-28,"Modi is scheduled to land in Mysuru directly, and immediately on arrival proceed towards Avadhoota Datta Peetam of Ganapati Sacchidananda Swamiji to inaugurate a new hospital, there."
157,Sonia Ghandi,Express intent to meet or negotiate,India,2015-12-28,Ms. Gandhi will inaugurate the annual pilgrimage at Sivagiri on Wednesday morning and would fly by a chopper to Kottayam.
158,Narendra Modi,Express intent to meet or negotiate,India,2015-12-28,"BENGALURU: Prime Minister Narendra Modi will be visiting Karnataka on January 2 and January 3 to attend a series of events, including the Indian Science Congress."
159,India,Demand change in leadership,Arvind Kejriwal,2015-12-28,"NEW DELHI,NEW DELHI The Delhi government had scrapped more than 900 auto-rickshaw permits on Saturday alleging irregularities Bharatiya Janata Party workers staged a protest outside Chief Minister Arvind Kejriwal’s residence on Monday and demanded his resignation over the alleged auto-rickshaw permit scam."
